Chinese,English
皮包骨,Leather bag
關聯,Association
搞錯,Make a mistake
一个头,A head
养不起,Can't afford
付給,Pay
小英,Xiao Ying
开户,Open an account
血染,Blood-stained
阿勝,Azheng
米盖尔,Mi Gal
剿灭,Annihilate
滚下去,Roll down
阿好,A good
外賣,takeout
巴厘,Bali
石田,Stone field
美国公司,American company
圣旨,Holy purpose
迪科,Dik
快动,Fast
家禽,poultry
將他,Take him
想不开,take things too hard
布特,Bit
誓词,oath
用武之地,Martially
走著,Walk
錄影,Video
相比之下,Compared with
那輛車,That car
兰斯洛特,Lanslot
降雨,Rainfall
皇军,Royal army
达里奥,Dario
男儿,Man
有条不紊,Formal
暂住,Stay
蕴藏,Hide
茶楼,Tea building
说话算数,Keep your word
躲避球,Hide
設,Assume
月刊,Monthly
每根,Each
卡明,Caming
哲學,philosophy
翻阅,Turn over
导管,catheter
耶夫斯基,Yvski
引信,fuse
市區,Urban area
不告,Do not tell
墨染,Ink dye
白板,Whiteboard
殘殺,Kill
杏子,Apricot
美莉,Meli
回天,Back to the days
导火索,fuse
坐過,Sit
耶诞,Christmas
脑瓜,Melon
赶跑,Rush
永永远远,forever
连尼,Lian Ni
长年,Long-term
控股,Control
温尼,Winni
尺度,scale
罗兹,Roz
生产商,manufacturer
格瓦拉,Gwara
供货,Supply
那趟,That
半空中,Semi-air
體溫,body temperature
无垠,No
心安理得,Heart reality
综合征,Syndrome
毛手毛脚,Haired hand
泰哥,Thaz
七妹,Seven sisters
贝尔斯,Bells
能装,Can
听筒,earpiece
默罕,Hill
部里,Department
卡拉奇,Karachi
牵线,Lamination
偌珀,Popker
界定,Define
木雕,Wood carving
杰佛逊,Jefferson
卖座,Seller
無領,Unlike
展露,Show
哥谭,Gothic
离异,Divorce
避风港,haven
猜出,Guess
相告,Tell
塔吉,Tagui
奧迪,Audi
蹈,Trick
罗伦斯,Romorens
莊園,manor
早退,Early retreat
保安人员,Security guard
阿雪,Axue
毕夫,Biff
独立战争,Independent war
仲,Secondary
順序,order
布罗德,Brod
克莱蒙,Clamon
氢气,hydrogen
雷達,radar
史葛,Shi Ge
一叠,A stack
鲁兹,Ruz
过剩,excess
阿鲁,Aru
却成,But
播送,broadcast
特種,Special
路况,Road condition
申先生,Mr. Shen
追过来,Chase
狗血,Dog
模擬,simulation
哪出,Where
之行,Trip
娜斯,Nas
各界,all walks of life
瞺,Bamboo
打成一片,Be a piece
步调,pace
翻天覆地,Flush
编导,Conduct
伊丽娜,Islina
多条,many lines
發什麼,send what
凶徒,Murderer
建设性,Constructive
韦斯莱,Wesley
芳名,Name
侏罗纪,Jurassic
立功,Stand up
十八个,Eighteen
三十八,thirty eight
腓利,Philip
法特,Fat
在精神上,mentally
心血来潮,Cardios
剛到,Just arrived
计算器,Calculator
燒了,Burned
财阀,Money valve
小馬,pony
许仙,Xu Xian
止血带,Hemostatic belt
黄先生,Mr. Huang
荡漾,Ripple
肣,Bamboo
现况,situation
鳌拜,Worship
犊子,Cavity
剩饭,Leaves
肉卷,Meat roll
净空,clearance
幸运星,Lucky star
任何一方,Anywhere
小器,Smallman
局限于,Limit
喝到,Drink
僅,only
一整瓶,A bottle
没装,Unloaded
注意事项,Precautions
仇视,Hate
处子,Relatively
小豆,Beans
指给,Refer to
大酱,Sauce
埃莉,Elli
表现出色,Outstanding
针锋相对,Tat
口角,Mouth corner
因该,Because of this
高材生,Highly objective
人知,People know
但系,but
相随,Follow
霸王龙,Tyrant
红绿灯,traffic light
上画,Painting
韋,Wei
格局,pattern
人心惶惶,Human heart
贝托,Bedo
明妮,Ming Ni
正有,Positive
减低,reduce
刀割,Knife
那盒,In the case
倾泻,pouring
滑翔机,Glider
給我點,Give me some
涩,astringent
建议您,suggest you
羊皮纸,parchment
我闭,I am closed
铁锤,Hammer
導,guide
这祥,This
清一色,Clear
縮,Shrink
昇,Rise
解放者,Liberator
直树,Straight tree
艾卡,Aka
狄伦,Dirent
轉告,Tell
非常明显,very obvious
再长,Longer
两亿,Twenty billion
一盎司,An ounce
英鎊,GBP
几晚,A few nights
调低,Lower
名门,ancestry
捏碎,crumb
图森,Tucson
歆,Pleased
正途,Right
万名,Ten thousand
夺下,Take
优先级,priority
一介,Auxiliary
陣,Array
领奖,Receive a prize
修缮,Repair
雄鸟,Male bird
易碎,fragile
挺舒服,Quite comfortable
你並,You and
淡淡的,Faint
旧时代,old days
重磅,Heavyweight
胚子,Embryo
紙條,Strip
鼠尾草,sage
颧骨,Cheekbone
无损,Not damaged
一試,A try
不告而别,Don't tell
极少数,Very few
小島,Island
最新进展,latest progress
鎗,gun
免税,duty free
螛,Bamboo
乔布斯,Jobs
鬼门关,gate of hell
先请,Please
上学时,Go to school
揮,Wave
擁,Hold
罕有,rare
多高,How high
大威,Dawei
无味,Tasteless
吞并,Annex
裂口,gap
棍棒,Stick
姨,Aunt
尝一尝,Taste
胚,Embryonic
停放,park
调去,Transfer
木质,Wooden
肘,elbow
无业游民,unemployed
换点,Change point
两方,Two parties
亚德,Yade
寄到,Send to
干架,Dry frame
叫嚣,clamor
霍蘭,Holland
伶俐,Clear
花都,Flowers
非走不可,Not walking
白骨,Bone
哈里发,caliph
答得,Answer
迪奇,Diqi
玛莉莎,Marisha
阿加莎,Agaha
松田,Songda
厭煩,Boring
横幅,Banner
约翰森,Johnson
升值,appreciation
途经,via
埃利希,Eli
補習,Tutor
换身,Change
豪瑟,Hhao
限期,deadline
姆斯基,Msky
行车,Driving
晨间,Morning morning
罪過,Sin
就医,Medical doctor
不亲,Not pro
狼族,Wolf
瓜分,Melon
势均力敌,Extremely enemies
品脱,pint
击个,Hit
小直,Small straight
全说,All say
玩忽职守,Enlightenment
学医,School doctor
别关,Don't have it
纵观,Look at
马太福音,Gospel of Matthew
翻车,Turn over
踩踏,Stepping on
张口,Port
回落,Fall back
太旧,Too old
吐出,Spit out
有興趣,interested
湿气,moisture
悲痛欲绝,Grief
巫医,Witch doctor
售卖,sell
贊,great
欧律狄,Europe
攔住,stop
绞刑架,Shock
砖块,Brick
甲状腺,thyroid
幽暗,Dark
马山,Mashan
影射,Shine
瑾,Brilliance
呼应,echo
一去不复返,Go back
惟一,Unique
邪神,Evil spirits
阿列克谢,Alexe
法朗,Franca
快脱,Get rid of
用量,Dosage
拉拉队长,Lala captain
花費,spend
重重的,Heavy
电厂,Power plant
停用,Deactivate
還從,Also
蜜月旅行,Honeymoon trip
登月舱,Moon
无情地,Ruthlessly
末尾,end
會為,Will
小黄,Small yellow
红外,Infrared
桐原,Tongyuan
第二段,Second paragraph
鲜奶油,fresh cream
哈比人,Hobbit
焦炭,Coke
索伦,Sony
媲美,Comparable
博伊,Boy
戴爾,Dell
盖勒,Galer
火场,Fire
面包机,Bread machine
方尖碑,Obelisk
小儿,Child
酥皮,Pastry
妇孺,Woman
半死不活,Semi-dead
冲澡,Shower
斯内普,Snape
电视新闻,television news
接地,Ground
美籍,American
息怒,Anger
δ,δ
机械化,Mechanization
不死心,Unrestrained
砂,sand
鞋店,shoe store
追兵,Recapitulate
跳上来,Jump
實家,Accommodation
麻美,Appeal
還沒來,Still not here
杜利,Duli
金门,Golden Gate
登山者,hiker
山脚下,Under the foot of the foot
晴子,Sunny
坚定不移,Unswerving
自告奋勇,Self-discourse
凱撒,Caesar
白银,silver
杀人不眨眼,Murder does not blink
毛伊,Maui
十有八九,Ten eight nine
词典,dictionary
洄,whirl
文身,Tatlet
发信,Send a letter
出窍,Come out
巴恩,Barn
人全,People
坐视,Sit
送上去,Send it up
养殖,Farming
撇,Throw
預料,Expect
做何,What
摇曳,Sway
落井下石,Falling down the stone
指挥家,conductor
这点儿,This point
罗摩,Romo
马诺,Mano
特林,Trin
科学技术,Science & Technology
简单明了,simple and clear
贤狼,Wolf
很巧,Coincidentally
营里,Camp
小椿,Small
光溜溜,naked
水声,Sound
现场报导,On-site report
小铃,Small bell
二头肌,Biceps
花些,Spend some
各式,All kinds of
自杀身亡,Commit suicide
禁制令,Ban
富家,Rich home
摩天轮,Ferris wheel
扮演着,Plays
梅铎,Mei Tong
傳遞,transfer
临癘,Let go of
美好生活,good life
雀鹰,sparrow hawk
古董店,Antique shop
雄心壮志,Ambition
静下心来,Calm down
青豆,Haricot vert
察,Observe
还记,Remember
各州,State
脑电波,Brain wave
病理,pathology
会进,Will
科蒂,Tii
青菜,Green vegetables
在所难免,Be inevitable
爵爷,Priest
酋長,Chief
浓郁,Rich
狮群,Lion
水电,Hydropower
我滴,My drip
真知,Real knowledge
骡,Dummy
最老,oldest
恥辱,shame
马可斯,Marcos
祝你成功,wish you success
肩部,Shoulder
彼尔汗,Perhaser
太感謝,Thank you very much
回扣,rebate
杂乱,Mess
特攻,Special forces
一百八十,One hundred eighty
性事,Sexual event
进修,Study
昆斯,Queens
甘油,glycerin
青色,blue
借机,Take away
犯病,fall ill
警車,police car
神勇,Brave
受限,Limit
木卫三,Wooden
居民区,Residential area
出洋相,Ocean
祈愿,Pray
仁兄,God
特迪,Tedi
发仔,Halt
受累,Get involvement
萨满,Shaman
膝下,Knee
随时奉陪,Anytime
冠稱,Native
这见,This
选得,Choose
真琴,Genuine piano
指日可待,Refers to the day
而家,Home
义和团,Righteous group
撵走,Walk away
凤姐,Feng Sister
美丽动人,Beautiful
只许,Only
撒过,Sprinkle
圖片,picture
热舞,Hot dance
紧凑,compact
活尸,Gody
愿人,Hope
岂能,Else
持有者,Holder
熟女,Mood
会因,Will
弹道导弹,Ballistic missile
惡意,Malicious
闪避,dodge
空控,Air-controlled
不周,No-circumcision
坑洞,Pit hole
卡塞尔,Kassel
蝉,cicada
时雄,Time
开家,Start
弗雷斯,Fres
伯利恒,Bethlehem
失踪者,Missiler
会起,Put together
铁头,Iron head
军令,Military order
攻克,capture
划桨,paddle
拦不住,Can't stop
消防栓,fire hydrant
韦克斯勒,Wuxler
浑,muddy
葛瑞丝,Ge Risi
呱,Unhappy
日向,Day
黄铜,brass
码线,Code line
奎斯特,Quist
繁体,Traditional
容身,Hold body
帕米拉,Pamilla
曉,dawn
根肋骨,Root rib
来开,Come to open
大麦,barley
有风,windy
撮,Abstract
看走眼,Look at the eye
遗留下来,Leave down
毕沙罗,Picharo
诚心诚意,Sincere and sincere
坦诚相待,be honest and open
阿努,Au
摄像师,Camera teacher
情郎,Linger
诉求,Appeal
希腊文,Greek
恕罪,Forgive sin
浪荡,dissolute
米色,Beige
根深蒂固,ingrained
礤,Bamboo
花莲,Glowing
钻进去,Drill into
较真,True
婉转,Twist
プ,Bamboo
一蹶不振,Unpredictable
收買,buy
不发,Do not send
试点,Pilot
时薪,Salary
波罗的海,Baltic Sea
懒人,Lazy person
血亲,Bloody relatives
掃描,scanning
复数,plural
有权有势,Right
捌,eight
围起来,Surround
眼红,Redden
芝湖,Chike
淡出,fade out
巡抚,Governor
自然资源,Natural resources
较劲,Strong
功勞,Credit
凑热闹,join in the fun
说老实话,Elderly
演艺事业,Acting career
停船,Stop
掛,hang
老鸨,Old man
记得住,Remember
跳槽,Hopping
海鸟,Seabird
八爪,Eight claws
有客,Guest
德伯,Deb
产出,output
两班,Two classes
杨家,Yang Jia
沒禮貌,Rude
预付款,Prepayments
锈,rust
伺机,Opportunity
个人隐私,personal privacy
背离,Depart from
疑难杂症,Incurable disease
週六,Saturday
你许,You
走钢丝,Walking wire
恩点,Point
离过婚,Be married
生命安全,life safety
幫幫忙,Help out
杰勒德,Jererd
遂,Attempt
叙利亚人,Syrian
天上飞,Heaven
熊仔俠,Xiongzhari
违禁,Prolate
路费,Toll
两圈,Two laps
注視,Gaze
布袋,Bag
鬼佬,Ghost
预报,forecast
之屋,Housing
金波,Gold wave
风凉话,Windless
兩倍,double
业余爱好,hobby
车恩尚,Chenens
爱德华多,Edward
萨顿,Satton
拉乌,Raew
带出,Bring out
功臣,Hero
凯子,Kortal
有礼,Courtesy
睁一只眼,Alert
猶太,Jewish
塞迪,Seddy
势必,Boundary
心律,Rhythm
崔普,Cui Pu
還我,Also
終身,lifelong
上野,Ueno
暴龙蛋,Tyrannical dragon
殖民者,Colonist
推他,Push him
蹄,hoof
染发,Dye hair
大款,Largest
见上帝,See God
装车,Load
幼年,childhood
婶,aunt
布娃娃,Ragdoll
美極,Maggi
那什麼,What
樂队,band
加价,Increase price
第一本,First
西洋棋,chess
無疑,undoubtedly
大计,Large plan
我仅,I only
急死了,Very impatient
黏住,Stick
玛克辛,Mak
苦战,Hard work
相見,Meet each other
摩拉,Mola
会费,Conference fee
血汗钱,Hard-earned money
分段,Segmentation
你加,You add
姐们,Sister
拖后腿,Rear leg
胸骨,sternum
别向,Not
某羽,A feather
抠门,Tighten
不交,Do not pay
嘴角,Mouth corner
廟,temple
遍体鳞伤,Body brush
真家伙,Real guy
寿星,Birthday star
光線,Ray
說定,Say
莎侬,Sally
制伏,subdue
亚戈,Yaro
农,Agriculture
哈巴狗,Puppy
后撤,Rear
地鼠,Gophers
赔上,Compensate
只留,Leaving only
朴鲁圭,Ports
起得,Get started
关塔那摩,Guantamo
心想事成,May all your wishes come true
守旧,conservative
馀,Remain
放声,Sound
彬,Bin
元音,vowel
庆功宴,Celebrate
恨之入骨,Hateful
靠邊,Side
所願,Wish
諒,Forgive
新发明,New invention
开裂,Crack
藍伯特,Blue Bote
ﾋ,Bamboo
一千五,A thousand five
酒囊饭袋,Buffali bag
感化院,Embroidery
兔肉,rabbit
亚伯特,Abbert
外型,Outer
一尊,Aim
摩利,Morort
败诉,Lose
坐监,Sit
一隊,a team
果果,Fruit
利剑,Sword
新鲜感,Freshness
早該,Earlier
植物园,Botanical garden
反动,reactionary
就餐,Dine
任何迹象,Any signs
说动,Put away
少点,lesser
海冰,Sea ice
一醉方休,Aunxing
小惠,Small benefit
地检,Inspection
虾子,Shrimp
爱默生,Emerson
巴拉克,Barak
民主党人,Democracy
蚕,silkworm
劳顿,Laun
億元,Billion
应许,Promise
渔业,Fisheries
麻省,Matrix
盲眼,Blind eye
底牌,Base card
沫,foam
艾米麗,Emili
老頭子,Old man
令人羡慕,Envy
门将,Doorway
保留地,Retained
排气,exhaust
三等,Three-class
助兴,Help
叙叙旧,Narrate
冻坏,Frost
作伪证,Assume
难保,Difficult to protect
装进去,Put in
战果,Raise
老早,Older
環節,Link
没写,Not write
史派,Histori
中选,Selected
加农炮,Cannon
裁掉,Cut off
君上,Jun
爭吵,quarrel
雷波,Leibo
駆,Bamboo
贤,Sage
返乡,Return home
屈尊,Flexion
心腹,Belly
罗夫,Luov
我發,I hand out
美国国会,U.S. Congress
信以为真,Believe
花火,Fireworks
收费站,toll
恐吓信,Threatening letter
週一,on Monday
那使,That
不知去向,I don't know how to go
孕,pregnant
喪失,Lose
欲罢不能,Can't stop
航空局,Aviation Administration
好多天,A lot of days
他定,Hell
萨罗,Saro
自闭,autistic
決鬥,duel
对立面,opposite
斯奈德,Snieder
他問,he asks
阿一,Ayi
阿云,A cloud
哈雅,Haby
和好如初,reconcile
武士刀,Samurai sword
第一把,First
糊里糊涂,Confused
要換,Have to change
陪著,Accompany
别介,Dip
宗教仪式,Religious ceremony
远走,Far away
康涅狄格,Connecticut
丈母娘,Mother-in-law
半自动,Semi-automatic
赌神,Gamble
防水布,Waterproof cloth
奥娜,Ora
英理,Express
比利时人,Belgian
贪吃,Greedy
赚了钱,Make money
评断,judgement
压在,Pressing
買下,Bought
直行,straight
珠宝商,jeweler
傳送,Transmit
梵语,Sanskrit
自食其力,Self-sufficiency
鱼头,Fish head
舞男,Dancing male
岛崎,Islandaki
老说,Old say
熔炉,furnace
不见不散,Not see
帝皇,Emperor
答辩,reply
干麻,Girdle
变卦,Become
黑娃,Black baby
哀号,wail
發音,pronounce
餐后,After meal
跳来跳去,Jump to jump
灵界,Spirit world
平凡人,normal people
空话,Empty talk
亚耶,Asia
分化,Differentiation
超高,Super high
要定,Set
核准,Approval
挤进,Squeeze into
社交生活,social life
戰鬥機,fighter
包法利,Bao Fali
刘邦,Liu Bang
亦然,Also
四點,Four o'clock
台前,Front desk
摆在首位,In the first place
考夫,Cardiff
寡不敌众,Unwoulder
換句,Insert
放空,Emptiness
顺便去,In the way
定居点,Settlement point
幼鲸,Whale
做秀,Make a show
我梦里,My dream
太長,Too long
傑瑞,Jerry
石棉,asbestos
尼奇,Niqi
充其量,at best
斯里兰卡,Sri Lanka
傑作,masterpiece
布鲁图,Bruit
实惠,Affordable
小曲,Small song
大连,Dalian
中風,Stroke
絕不,no way
影響力,Influence
写点,write some
国库,National treasury
車的,Car
惊悚,Horror
封建,feudal
斗鸡,cockfighting
靳,Stallful
掐住,Hold on
窝心,Nest
哐,Bamboo
公款,Public fund
明灯,Bright light
童話,fairy tale
重修,Rebuke
韩信,Han Xin
名稱,name
公共关系,public relationship
梑,Bamboo
遊客,Tourist
扫描器,scanner
紧缩,Tighten
阿墨,Asked
性无能,Sexuality
克林格,Klinger
還沒死,Not yet dead
极点,pole
正當,Just
堇,Pansy
商学院,Business school
相约,Meet
祭壇,altar
奢求,Luxurious
熊宝宝,Baby
七层,Seven floors
當晚,That night
姑奶奶,Grandmother
稱稱,Be named
列侬,Lennon
章程,Charter
飞出,Fly
走多远,How far
爆掉,Explode
人爱,People love
踢死,Kick
抗辩,Defense
罗切斯特,Rochester
戴娜,Dai Na
小狼,Wolf
還有點,A bit
多样,Diverse
啞巴,Dumb
毫不在意,Unfinished
神经错乱,Nerve disorder
高过,Higher than
预告片,trailer
敗,defeat
改名字,change name
湯川,Touchuan
二十五万,Twenty-five thousand
收錢,Pay money
鲁朴,Lu Pu
地过,Excessive
澤澤,Zeze
军事力量,military force
正合,Fit
搬开,Carry out
人手不足,Human hand is insufficient
蓬,Peg
锋,Front
眼科,ophthalmology
她還,She still
白兰度,Baiolan
冰天雪地,Ice and snow
送出,Send out
酒庄,Winery
越南战争,Vietnam War
充电器,charger
谈得,Talk
开外,Overseas
撂,put down
癞蛤蟆,Pink
奇奇怪怪,strange
鸣笛,Whistle
阿富汗人,Afghan
逼得,Forced
买醉,Drunk
再者,Again
女超人,Superman
次级,Secondary
三度,Three degrees
順風,Windy
竟有,Actually
洒水,Sprinkle
小满,Small
他演,He played
耍帅,Handsome
攒钱,Pay
重新分配,Reassign
附在,Attached
渡蜜月,honeymoon
温情,Warmth
苦心,Hardship
锁匠,Locksmith
商界,Business community
落实,implement
方向感,Direction sensation
葆,Hurt
攻入,Attack
臉頰,cheek
时来,Time
我脚,My foot
贝尼托,Benito
自助餐厅,buffet
大洲,Continent
毫不在乎,Don't care
拖慢,Slightly
风笛,Flute
能贏,Be able to win
手頭,Handle
堂口,Okate
鏡,mirror
情况有变,Situation changes
吉它,guitar
镀,plating
本席,This seat
編號,Numbering
幸福美满,Happiness
弄碎,crumble
出界,Out of bounds
反之,on the contrary
拉出,Pull out
终归,Final return
断路器,breaker
蓝尼,Blueney
僧,monk
斯黛拉,Skira
冻得,Frozen
营部,Camp
枫叶,Maple leaf
再说下去,Then talk
含意,meaning
解剖学,anatomy
拔刀,Cutter
眼色,Opinion
奥创,Ouchu
崔利,Cui Li
著什麼,What
自責,Self-blame
西点军校,West Point Military Academy
有伴,Companion
剪发,Cut hair
第二张,the second one
掀翻,Turn over
虚惊一场,Ambush
那東西,Thing
俗世,World
美色,Beautiful
約束,constraint
压得,Press
運輸,transportation
威尔科,Wilco
犹,still
佛蒙特,Vermont
多苦,More bitterness
沏,steep
刚帝士,Brigler
鸟笼,birdcage
布希,Brick
觕,Crude
這看,This look
五成,50%
前些天,Past some day
误判,Misjudge
庭,court
几回,Several times
