,Chinese,English,Pinyin
30868,韦斯顿,Westerton,wéisīdùn
30869,固有,inherent,gùyǒu
30870,欧内斯特,Onester,ōunèisītè
30871,探监,Probation,tànjiān
30872,亚哈,Yaha,yàhā
30873,伊拉,Ira,yīlā
30874,海草,seaweed,hǎicǎo
30875,經到,Endure,jīngdào
30876,和睦相处,get along in harmony,hémùxiāngchǔ
30877,西里尔,Cyrillic,xīlǐěr
30878,伐木,Logging,fámù
30879,第五次,the fifth time,dìwǔcì
30880,科西嘉,Corsica,kēxījiā
30881,大牛,big cow,dàniú
30882,獵,hunting,liè
30883,性虐待,Sexual abuse,xìngnüèdài
30884,精神疾病,mental illness,jīngshénjíbìng
30885,弹片,shrapnel,dànpiàn
30886,好找,Look,hǎozhǎo
30887,火葬场,crematorium,huǒzàngchǎng
30888,艾咪,Amy,àimī
30889,钝,blunt,dùn
30890,安吉丽娜,Angelina,ānjílìnuó
30891,心臟病,heart disease,xīnzàngbìng
30892,头等,Headquarters,tóuděng
30893,耚,Bamboo,耚
30894,朝下,Downward,zhāoxià
30895,开开,Open,kāikāi
30896,内行,expert,nèiháng
30897,卡尔森,Carlson,kǎěrsēn
30898,寨,Village,zhài
30899,正雄,Positive male,zhèngxióng
30900,太遠,Too far,tàiyuǎn
30901,服務員,waiter,fúwùyuán
30902,转手,Handle,zhuǎnshǒu
30903,牡丹,peony,mǔdan
30904,磁悬浮列车,Maglev train,cíxuánfúlièchē
30905,窝藏,harbor,wōcáng
30906,那棵,That tree,nàkē
30907,交界,Junction,jiāojiè
30908,快出,Fast out,kuàichū
30909,碳水化合物,carbohydrate,tànshuǐhuàhéwù
30910,大出血,Bleeding,dàchūxiě
30911,舘,Museum,guǎn
30912,我什,Me,wǒshí
30913,和平相处,Get along with peace,hépíngxiāngchù
30914,小气鬼,Ghost,xiǎoqìguǐ
30915,老命,Old life,lǎo mìng
30916,问声,Ask,wènshēng
30917,喊出来,shout out,hǎnchūlái
30918,面臨,Face,miànlín
30919,海角,cape,hǎijiǎo
30920,口氣,Tone,kǒuqì
30921,夏酷,Summer cool,xiàkù
30922,老毛病,Old problem,lǎomáobìng
30923,彈藥,ammunition,dànyào
30924,摔断了,Break,shuāiduànliǎo
30925,只為,Just for,zhǐwèi
30926,用人,Employ,yòngrén
30927,粗话,Rough words,cūhuà
30928,客廳,living room,kètīng
30929,那小,Small,nàxiǎo
30930,从何,Whereabose,cónghé
30931,乌龙,Oolong,wūlóng
30932,模块,Module,mókuài
30933,发高烧,high fever,fāgāoshāo
30934,氣息,breath,qìxī
30935,滚烫,Hot,gǔntàng
30936,壕沟,moat,háogōu
30937,铁杆,Hardcore,tiěgǎn
30938,茫然,Gang,mángrán
30939,百次,A hundred times,bǎicì
30940,破纪录,New record,pòjìlù
30941,两万块,"20,000 pieces",liǎngwànkuài
30942,证据不足,Not enough evidence,zhèngjùbuzú
30943,小笨蛋,Silly goose,xiǎobèndàn
30944,د,®,د
30945,還讓,Also let,háiràng
30946,电力公司,electricity company,diànlìgōngsī
30947,盐水,brine,yánshuǐ
30948,万日元,Wan Yen,wànrìyuán
30949,一聊,Chat,yīliáo
30950,德福,Deford,défú
30951,处方药,prescription,chùfāngyào
30952,只卖,Sell ​​only,zhīmài
30953,玛琳,Ma Lin,mǎlín
30954,泳裤,Swimming pants,yǒngkù
30955,硌,Bamboo,gè
30956,清單,List,qīngdān
30957,中招,Truncation,zhòngzhāo
30958,家驹,Family,jiājū
30959,撕毁,tear,sīhuǐ
30960,几瓶,Several bottles,jǐpíng
30961,众议员,President,zhòngyìyuán
30962,弗朗,Francisco,fúlǎng
30963,過面,Overhead,guòmiàn
30964,检疫,quarantine,jiǎnyì
30965,停机坪,Ceiling,tíngjīpíng
30966,大雾,Fog,dàwù
30967,如释重负,Release weight,rúshìzhòngfù
30968,阿肯色州,Arkansas,ākěnsèzhōu
30969,樰,Bamboo,樰
30970,内蒂,Ninai,nèidì
30971,布拉迪,Brady,bùlādí
30972,割草机,Lawn mower,gēcǎojī
30973,抽点,Tumor,chōudiǎn
30974,它給,It gives it,tāgěi
30975,义,righteous,yì
30976,我费,Me,wǒfèi
30977,星体,Star body,xīngtǐ
30978,尼加拉瓜,Nicaragua,níjiālāguā
30979,濒死,Be dying,bīnsǐ
30980,珠子,bead,zhūzi
30981,不合逻辑,Logic,buhéluóji
30982,空投,airdrop,kōngtóu
30983,脱胎换骨,Reborn,tuōtāihuàngǔ
30984,拼字,spelling,pīnzì
30985,閱讀,read,yuèdú
30986,內衣,underwear,nèiyī
30987,七星,Seven stars,qīxīng
30988,满足感,Satisfaction,mǎnzúgǎn
30989,违反规定,Violation,wéifǎnguīdìng
30990,刺入,Penetrate,cìrù
30991,時尚,Fashion,shíshàng
30992,有氧,Aerobic,yǒuyǎng
30993,投了,Voted,tóuliǎo
30994,六楼,Sixth floor,liùlóu
30995,日本帝国,Japanese Empire,rìběndìguó
30996,大费周章,Costly,dàfèizhōuzhāng
30997,放进来,Put in,fàngjìnlái
30998,要交,Pay,yàojiāo
30999,比莉,Bili,bǐlì
31000,开尔,Kaire,kāiěr
31001,安東,Anton,āndōng
31002,太田,Ota,tàitián
31003,交响乐,symphony,jiāoxiǎngyuè
31004,抢手,Gain,qiǎngshǒu
31005,论证,Demonstrate,lùnzhèng
31006,招摇,Shake,zhāoyáo
31007,叛逃,Rebel,pàntáo
31008,奶奶家,Grandmother,nǎinǎijiā
31009,小酒馆,Bistro,xiǎojiǔguǎn
31010,交流中心,communication Center,jiāoliúzhōngxīn
31011,中槍,In the middle of the gun,zhōng qiāng
31012,別給,Don't give,biégěi
31013,攝像機,Camera,shèxiàngjī
31014,戲,play,xì
31015,過頭,Overhead,guòtóu
31016,内政部,Interior,nèizhèngbù
31017,禁止入,Prohibit,jìnzhǐrù
31018,巴拉德,Barader,bālādé
31019,揣,surmise,chuāi
31020,新式,New style,xīnshì
31021,没脸,No face,méiliǎn
31022,其后,Thereafter,qíhòu
31023,全数,Full number,quánshù
31024,孤身,Alone,gūshēn
31025,博爱,Love,bóài
31026,你連,You,nǐlián
31027,献,offer,xiàn
31028,查完,Check,cháwán
31029,火災,Fire,huǒzāi
31030,分一杯羹,Divide each other,fènyībēigēng
31031,往上走,going up,wǎngshàngzǒu
31032,騎馬,horse riding,qímǎ
31033,肉欲,Meat,ròuyù
31034,露比,Dew,lùbǐ
31035,美洲豹,Jaguar,měizhōubào
31036,高声,loudly,gāoshēng
31037,問好,say hello,wènhǎo
31038,离远点,Far from,líyuǎndiǎn
31039,睡袍,Nightgown,shuìpáo
31040,坐到,Sit in,zuò dào
31041,有分寸,An inch,yǒufèncùn
31042,隆尼,Lungni,lóngní
31043,遊行,procession,yóuxíng
31044,丽丽,Lili,lìlì
31045,赤脚,barefoot,chìjiǎo
31046,出类拔萃,Outstanding,chūlèibácuì
31047,诗集,Poem,shījí
31048,坐公车,Take a bus,zuògōngchē
31049,红毛,Red hair,hóngmáo
31050,梅莉,Meli,méilì
31051,六扇,Sixteen,liùshàn
31052,白丝,White silk,báisī
31053,快报,Express,kuàibào
31054,槌,hammer,chuí
31055,體,body,tǐ
31056,四份,Four,sìfèn
31057,普利策,Pulitice,pǔlìcè
31058,同仁,Colleagues,tóngrén
31059,服兵役,Serve,fúbīngyì
31060,时间机器,Time machine,shíjiānjīqì
31061,异能,Ability,yìnéng
31062,钻研,Drilling,zuānyán
31063,脫離,Disengage,tuōlí
31064,司马,Sima,sīmǎ
31065,破获,Cracked,pòhuò
31066,共济会,Masonic,gòngjìhuì
31067,不单是,Not only,budānshì
31068,怪声,Strange voice,guàishēng
31069,二十七,Twenty-seven,èrshíqī
31070,弗朗西,France,fúlǎngxī
31071,钟意,Be club,zhōngyì
31072,碙,Bamboo,碙
31073,嫖妓,Jealousy,piáojì
31074,醒酒,sober up,xǐngjiǔ
31075,ャ,Bamboo,ャ
31076,朗格,Lange,lǎnggé
31077,投资银行,investment bank,tóuzīyínháng
31078,水路,waterway,shuǐlù
31079,令人恶心,Disgusting,lìngrénèxīn
31080,克利斯,Cleis,kèlìsī
31081,省下,Province,shěngxià
31082,液态,Liquid state,yètài
31083,打包票,Check out,dǎbāopiào
31084,机油,Engine oil,jīyóu
31085,貴族,noble,guìzú
31086,强健,Strong,qiángjiàn
31087,史迪奇,Stiqi,shǐdíqí
31088,够快,Fast enough,gòukuài
31089,二十二,twenty two,èrshíèr
31090,爱喝,Love,àihè
31091,可真会,Really,kězhēnhuì
31092,比彻姆,Bisten,bǐchèmǔ
31093,何为,for what,héwèi
31094,刁难,Martyrdom,diāonàn
31095,齐聚一堂,Gather together,qíjùyītáng
31096,阿米尔,Amir,ēmǐěr
31097,动一动,Move,dòngyīdòng
31098,閑,idle,xián
31099,墮落,Fall into,duòluò
31100,效仿,Imitation,xiàofǎng
31101,聪慧,intelligent,cōnghuì
31102,倒杯水,Cup,dǎobēishuǐ
31103,外科手术,Surgery,wàikēshǒushù
31104,奥尔,Ol,àoěr
31105,拿給,Take,nágěi
31106,洗心革面,Wash your heart,xǐxīngémiàn
31107,這和,with,zhèhé
31108,神智,God,shénzhì
31109,打印机,printer,dǎyìnjī
31110,联络员,Liaison,liánluòyuán
31111,只待,Only,zhīdài
31112,剃须刀,Razor,tìxūdāo
31113,内斯特,Nester,nèisītè
31114,军部,Military department,jūnbù
31115,傳播,spread,chuánbō
31116,狐猴,lemur,húhóu
31117,镶,set,xiāng
31118,塞萨尔,Cesar,sāisàěr
31119,诸葛,Zhuge,zhūgě
31120,医疗队,Medical team,yīliáoduì
31121,藩主,Owner,fānzhǔ
31122,阴谋论,Conspiracy theory,yīnmóulùn
31123,虎克,Tiger,hǔkè
31124,空无一人,No one person,kōngwúyīrén
31125,花束,bouquet,huāshù
31126,乌合之众,mob,wūhézhīzhòng
31127,强加,impose,qiángjiā
31128,发送给,send to,fāsònggěi
31129,開頭,beginning,kāitóu
31130,亚丝娜,Asia,yàsīnuó
31131,吃不了兜着走,I can't eat it.,chībuliǎodōuzhezǒu
31132,大清,Qing,dàqīng
31133,舒服些,Comfortable,shūfúxiē
31134,索性,Sure,suǒxìng
31135,正对着,Facing,zhèngduìzháo
31136,风骚,Winding,fēngsāo
31137,开膛,Open,kāitáng
31138,特洛,Tulu,tèluò
31139,脱逃,Escape,tuōtáo
31140,大海捞针,Packed needle,dàhǎilāozhēn
31141,山大,Mountain big,shān dà
31142,小兔,Bunny,xiǎotù
31143,蓝鲸,blue whale,lánjīng
31144,插上,Plug,chāshang
31145,妃,Peak,fēi
31146,蚝,Oyster,háo
31147,造福,benefit,zàofú
31148,纪,discipline,jì
31149,失踪案,Missing case,shīzōngàn
31150,屋裡,In the house,wūlǐ
31151,仙女座,Fairy,xiānnǚzuò
31152,别去了,Don't go,biéqùliǎo
31153,不會給,No giving,bùhuì jǐ
31154,法蘭克,Frank,fǎlánkè
31155,校外,School outside,xiàowài
31156,球技,Skill,qiújì
31157,吊车,crane,diàochē
31158,我戒,I am ringing,wǒjiè
31159,沙尘暴,Sandstorm,shāchénbào
31160,靓,Good,liàng
31161,關上,close,guānshàng
31162,公用,public,gōngyòng
31163,科维奇,Kovic,kēwéiqí
31164,格里菲斯,Griffith,gélǐfēisī
31165,傻冒,Foolish,shǎmào
31166,食宿,Accumulation,shísù
31167,桃,Peach,táo
31168,方世玉,Fang Shiyu,fāngshìyù
31169,真對,True,zhēn duì
31170,浦,Pump,pǔ
31171,诺伊,Noy,nuòyī
31172,设下,Set down,shè xià
31173,医,medical,yī
31174,好麼,Okay,hǎome
31175,不屬,Not,bùzhǔ
31176,市郊,suburb,shìjiāo
31177,降临到,Fall into,xiánglíndào
31178,特快,express,tèkuài
31179,耶稣会,Jesuit,yēsūhuì
31180,付錢,Pay,fùqián
31181,坐落,located,zuòluò
31182,冒汗,Sweat,màohàn
31183,后路,Back,hòulù
31184,动词,verb,dòngcí
31185,十万元,One hundred thousand yuan,shíwànyuán
31186,自我感觉,Self-feeling,zìwǒgǎnjué
31187,今时,Today,jīnshí
31188,查一查,Check one check,cháyīchá
31189,太猛,Too,tàiměng
31190,菲尼克斯,Phoenix,fēiníkèsī
31191,志向,ambition,zhìxiàng
31192,福祉,Well-being,fúzhǐ
31193,拘谨,cautious,jūjǐn
31194,缴税,Pay taxes,jiǎoshuì
31195,肉體,flesh,ròutǐ
31196,赌债,Gambling debt,dǔzhài
31197,佩拉,Pella,pèilā
31198,加护,Intensive Care,jiāhù
31199,确立,establish,quèlì
31200,电子设备,Electronic equipment,diànzǐshèbèi
31201,盖章,stamp,gàizhāng
31202,指挥权,Commandment,zhǐhuīquán
31203,真早,Really,zhēn zǎo
31204,带坏,Tall,dàihuài
31205,不人道,inhuman,bùréndào
31206,不息,Unhappy,bùxī
31207,不忙,not busy,bù máng
31208,新款,The New,xīnkuǎn
31209,網,network,wǎng
31210,配角,supporting role,pèijué
31211,纯金,Pure gold,chúnjīn
31212,赤字,deficit,chìzì
31213,不计其数,countless,bùjìqíshù
31214,流星雨,Meteor shower,liúxīngyǔ
31215,宴會,banquet,yànhuì
31216,发型师,hairstylist,fàxíngshī
31217,繃,stretch,bèng
31218,魔掌,Margin,mózhǎng
31219,跡象,sign,jìxiàng
31220,當著,Be in front of,dāngzhe
31221,前死,Before death,qiánsǐ
31222,搬迁,move,bānqiān
31223,锐利,sharp,ruìlì
31224,有喜,pregnant,yǒuxǐ
31225,合众国,Hezhong,hézhòngguó
31226,构成威胁,threatening,gòuchéngwēixié
31227,两千块,Two thousand pieces,liǎngqiānkuài
31228,回航,Backstalk,huíháng
31229,相继,Successively,xiāngjì
31230,丁先生,Mr. Ding,dīngxiānshēng
31231,防晒霜,Sunscreen,fángshàishuāng
31232,石头砸,Stone,shítouzá
31233,最高级,Highest level,zuìgāojí
31234,阿贝尔,Abel,ābèiěr
31235,阿彻,Acr,ēchè
31236,只收,Only,zhīshōu
31237,耑,Bamboo,duān
31238,入土,Entifyed,rùtǔ
31239,吉田,Yoshida,jítián
31240,伊莫金,Imin,yīmòjīn
31241,忌日,Avoid,jìrì
31242,养老,Pension,yǎnglǎo
31243,畢,complete,bì
31244,陰影,shadow,yīnyǐng
31245,涌现,Emerging,yǒngxiàn
31246,门把手,Door handle,ménbǎshǒu
31247,溜掉,Slip away,liūdiào
31248,現代,modern,xiàndài
31249,问完,Finish,wènwán
31250,问世,come out,wènshì
31251,走秀,Show,zǒuxiù
31252,没坏,Not bad,mòhuài
31253,思科,Cisco,sīkē
31254,爱莫能助,Love Mo Can,àimònéngzhù
31255,同龄人,peer,tónglíngrén
31256,贖,redemption,shú
31257,街區,Neighborhood,jiēqū
31258,十万块,"100,000 pieces",shíwànkuài
31259,连珠,Bead,liánzhū
31260,矿坑,Pit,kuàngkēng
31261,辊,Roll,gǔn
31262,謹慎,cautious,jǐnshèn
31263,克拉斯,Kras,kèlāsī
31264,查下,check,cháxià
31265,虱,louse,shī
31266,我的車,my car,wǒdechē
31267,老金,Old gold,lǎojīn
31268,如是,If,rúshì
31269,档案室,Archives,dàngànshì
31270,教主,Teacher,jiàozhǔ
31271,灼伤,Burns,zhuóshāng
31272,残留物,the remains,cánliúwù
31273,扬基,Root,yángjī
31274,快用,Use,kuàiyòng
31275,一觉,Sleep,yī jué
31276,流域,Basin,liúyù
31277,马赫,Mach,mǎhè
31278,情调,Sentiment,qíngdiào
31279,我特,I special,wǒtè
31280,喀,Kac,kā
31281,统合,combine,tǒnghé
31282,亞伯,Yabo,yàbó
31283,巨龙,Dragon,jùlóng
31284,咽,pharynx,yàn
31285,没找,Not looking for,mòzhǎo
31286,乳臭未干,Nipple,rǔxiùwèigān
31287,耍嘴皮子,Play a mouthful,shuǎzuǐpízi
31288,請客,dinner,qǐngkè
31289,搭船,Boat,dāchuán
31290,品酒,Wine,pǐnjiǔ
31291,水深,Water deep,shuǐshēn
31292,爱滋病,AIDS,àizībìng
31293,让你能,Let you,ràngnǐnéng
31294,惨叫,Scream,cǎnjiào
31295,挺好吃,Quite delicious,tǐnghǎochī
31296,中要,In,zhōngyào
31297,弥林,Mri,mílín
31298,工作日,Working day,gōngzuòrì
31299,躯干,trunk,qūgàn
31300,臭娘们,Odor,chòuniángmen
31301,玛格利,Margley,mǎgélì
31302,第十集,Tenth episode,dìshíjí
31303,天狼星,Sirius,tiānlángxīng
31304,闹大,Make a big,nàodà
31305,常会,Common meeting,chánghuì
31306,油轮,Tanker,yóulún
31307,立陶宛,Lithuania,lìtáowǎn
31308,耶鲁大学,Yale University,yēlǔdàxué
31309,危地马拉,Guatemala,wēidìmǎlā
31310,国安,Guoan,guóān
31311,莱登,Leden,láidēng
31312,十九岁,Nineteen,shíjiǔsuì
31313,江山,country,jiāngshān
31314,凯莱,Kaille,kǎilái
31315,彼方,Part,bǐfāng
31316,琴酒,Piano wine,qínjiǔ
31317,女声,Female voice,n3shēng
31318,莱格,Leg,láigé
31319,塔西,Tasi,tǎxī
31320,阿爹,Auntie,ādiē
31321,破除,get rid of,pòchú
31322,最惨,Most miserable,zuìcǎn
31323,拘,arrest,jū
31324,花椰菜,brocoli,huāyēcài
31325,佩蒂,Petty,pèidì
31326,攻陷,capture,gōngxiàn
31327,敏智,Sensitive,mǐnzhì
31328,有颗,Have a,yǒukē
31329,花呢,Flower,huāní
31330,角质,Horny,jiǎozhì
31331,消防局,Fire department,xiāofángjú
31332,划艇,rowing,huátǐng
31333,與眾,Be in favor,yǔzhòng
31334,递过来,Hand over,dìguòlái
31335,前年,Previous year,qiánnián
31336,付得,Pay,fù de
31337,希克斯,Hicks,xīkèsī
31338,阿克斯,Ax,ēkèsī
31339,柏克,Berk,bókè
31340,蛋黄,yolk,dànhuáng
31341,升迁,promotion,shēngqiān
31342,沥青,asphalt,lìqīng
31343,家常便饭,Listing home,jiāchángbiànfàn
31344,年糕,rice cake,niángāo
31345,红利,dividend,hónglì
31346,州际公路,State Highway,zhōujìgōnglù
31347,撒切尔,Thatcher,sāqiēěr
31348,没剩,No left,mòshèng
31349,麦肯,Macken,màikěn
31350,最壞,Worst,zuìhuài
31351,担子,Bear,dànzi
31352,敞篷车,convertible car,chǎngpéngchē
31353,带进去,Bring in,dàijìnqù
31354,传令,Command,chuánlìng
31355,引人入胜,fascinating,yǐnrénrùshèng
31356,感触,Feel,gǎnchù
31357,华金,Gale,huájīn
31358,奥克斯,Ox,àokèsī
31359,苏俄,Su Ren,sūé
31360,要试,Try,yàoshì
31361,第四名,fourth place,dìsìmíng
31362,開場,Opening,kāichǎng
31363,坐地铁,Subway,zuòdìtiě
31364,若非,If not,ruòfēi
31365,圣坛,Holy altar,shèngtán
31366,磁性,magnetic,cíxìng
31367,觉得很有,Have a very good,juédehěnyǒu
31368,家常,Home,jiācháng
31369,杖,Rod,zhàng
31370,發給,Send,fāgěi
31371,横穿,Horizontally,héngchuān
31372,钛,titanium,tài
31373,躲进,Hide,duǒjìn
31374,拉斯特,Raste,lāsītè
31375,请往,Please,qǐngwǎng
31376,保护区,protected area,bǎohùqū
31377,调查报告,Investigation report,diàochábàogào
31378,ﺈ,Bamboo,ﺈ
31379,真神,True god,zhēnshén
31380,起哄,Kitter,qǐhòng
31381,火刑,Fire,huǒxíng
31382,差別,difference,chābié
31383,舞蹈家,dancer,wǔdǎojiā
31384,梳妆台,Dressing table,shūzhuāngtái
31385,相安无事,Universal,xiāngānwúshì
31386,我应,I should,wǒyìng
31387,相称,Proportion,xiāngchèn
31388,我系,I Department,wǒxì
31389,沒命,die,méimìng
31390,掺,Doping,shǎn
31391,柳德,Liu De,liǔdé
31392,弗拉德,Frad,fúlādé
31393,出招,Make a trick,chūzhāo
31394,韦尔奇,Welch,wéiěrqí
31395,台詞,Line,táicí
31396,烤牛肉,roasted beef,kǎoniúròu
31397,雷纳托,Renetto,léinàtuō
31398,发电报,Generator,fādiànbào
31399,没出,No,méi chū
31400,鐘頭,hour,zhōngtóu
31401,色调,tone,sèdiào
31402,鼠辈,Mouse,shǔbèi
31403,合一,One,héyī
31404,錄,record,lù
31405,計程車,taxi,jìchéngchē
31406,拉法,Lafa,lāfǎ
31407,观铃,Bell,guānlíng
31408,截断,Cut off,jiéduàn
31409,藏到,Hide,cángdào
31410,基诺,Kino,jīnuò
31411,虫虫,Worm,chóngchóng
31412,洛里,Lori,luòlǐ
31413,信号灯,Signal light,xìnhàodēng
31414,阿莫,Amo,ēmò
31415,穆恩,Mun,mùēn
31416,歡呼,cheer,huānhū
31417,优待,Preferential treatment,yōudài
31418,开脱,absolve,kāituō
31419,崔坤,Cui Kun,cuīkūn
31420,答谢,Thank you,dáxiè
31421,滑翔,gliding,huáxiáng
31422,打发走,Go to,dǎfāzǒu
31423,超能,Super,chāo néng
31424,談戀,Talk,tánliàn
31425,米格,Migg,mǐgé
31426,蜂鸟,Hummingbird,fēngniǎo
31427,人站,People stand,rénzhàn
31428,奥迪,Audi,àodí
31429,玩具枪,Toy gun,wánjùqiāng
31430,爽死,Divestry,shuǎngsǐ
31431,人前,Person,rénqián
31432,亡者,Unmanage,wángzhě
31433,掉以轻心,Be lightweight,diàoyǐqīngxīn
31434,深入调查,look deep into,shēnrùdiàochá
31435,淺,shallow,qiǎn
31436,芹菜,celery,qíncài
31437,這聽,This listen,zhètīng
31438,无中生有,Have no born,wúzhōngshēngyǒu
31439,派拉蒙,Paradon,pàilāméng
31440,护士长,Head nurse,hùshìzhǎng
31441,優雅,Grace,yōuyǎ
31442,嘗,taste,cháng
31443,代劳,Stand,dàiláo
31444,緗,Bamboo,xiāng
31445,几招,Several tricks,jǐzhāo
31446,座头,Seat head,zuòtóu
31447,摘要,Summary,zhāiyào
31448,套路,Routine,tàolù
31449,耶利米,Jeremiah,yēlìmǐ
31450,无可挑剔,Unacceptable,wúkětiāoti
31451,狗屎运,Dog,gǒushǐyùn
31452,会有,There will be,huì yǒu
31453,硬照,Hard,yìngzhào
31454,不好办,Do not do,buhǎobàn
31455,取缔,ban,qǔdì
31456,小學,primary school,xiǎoxué
31457,新政府,New government,xīnzhèngfǔ
31458,反叛者,Rebel,fǎnpànzhě
31459,奥斯本,Osburn,àosīběn
31460,坏死,Necrosis,huàisǐ
31461,下周一,Next Mon,xiàzhōuyī
31462,贩,Traduter,fàn
31463,子弟,Child,zǐdì
31464,自我牺牲,Self-sacrifice,zìwǒxīshēng
31465,富足,Rich,fùzú
31466,抚养权,custody,fǔyǎngquán
31467,鈾,uranium,yóu
31468,要关,Enlarge,yàoguān
31469,技术员,technician,jìshùyuán
31470,季后赛,Playoffs,jìhòusài
31471,俗称,Commonly known as,súchēng
31472,峭壁,cliff,qiàobì
31473,不大可能,Unlikely,budàkěnéng
31474,大田,Datian,dàtián
31475,正忙,He is busy,zhèng máng
31476,国际刑警组织,Interpol,guójìxíngjǐngzǔzhī
31477,贾巴,Jaba,gǔbā
31478,美好事物,good thing,měihǎoshìwù
31479,體會,Experience,tǐhuì
31480,第一站,The first stop,dìyīzhàn
31481,叫唤,Call,jiàohuan
31482,混进去,Mix in,hùnjìnqù
31483,早间,Morning,zǎojiān
31484,震荡,Shock,zhèndàng
31485,库巴,Kuba,kùbā
31486,改邪归正,Evil,gǎixiéguīzhèng
